name,meal_type,calories,protein_g,carbs_g,fat_g,food_type,cuisine,is_healthy,tags
Tofu Stir Fry,lunch,429,17.0,51.0,9.8,vegan,north_indian,1,balanced|beginner
Pav Bhaji,lunch,555,16.7,52.7,8.5,vegetarian,south_indian,1,weight_loss|light
Fish Fry,dinner,493,25.5,64.3,9.7,non_vegetarian,mixed,1,muscle_gain|high_protein
Sabudana Khichdi,breakfast,181,7.4,27.0,3.2,vegetarian,mixed,1,balanced|beginner
Oats with Milk,breakfast,328,7.3,36.8,13.9,vegetarian,north_indian,1,improve_stamina|carb_rich
Tofu Scramble,breakfast,318,36.9,29.9,8.3,vegan,north_indian,1,muscle_gain|high_protein
Upma,breakfast,328,12.7,27.6,15.6,vegetarian,north_indian,1,improve_stamina|carb_rich
Dal Rice,lunch,531,14.3,56.1,17.1,vegetarian,north_indian,1,improve_stamina|carb_rich
Tofu Curry,dinner,555,41.2,60.6,10.7,vegan,north_indian,1,muscle_gain|high_protein
Rajma Chawal,lunch,609,10.3,39.9,19.3,vegetarian,north_indian,0,weight_loss|light
Fish Curry Rice,lunch,455,14.4,47.9,17.0,non_vegetarian,mixed,1,improve_stamina|carb_rich
Paneer Roti,lunch,355,10.2,69.8,6.7,vegetarian,north_indian,1,weight_loss|light
Dal Rice,lunch,370,8.0,49.7,12.2,vegetarian,north_indian,1,weight_loss|light
Boiled Eggs,snack,297,34.3,28.7,6.1,non_vegetarian,south_indian,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,512,7.4,74.6,13.3,non_vegetarian,north_indian,0,weight_loss|light
Rajma Chawal,lunch,593,10.5,80.4,13.6,vegetarian,south_indian,0,weight_loss|light
Buttermilk,snack,206,11.2,20.1,7.1,vegetarian,north_indian,1,muscle_gain|high_protein
Pav Bhaji,lunch,640,5.1,69.4,14.3,vegetarian,mixed,0,weight_loss|light
Fish Curry Rice,lunch,587,12.8,64.0,19.4,non_vegetarian,north_indian,1,balanced|beginner
Hyderabadi Biryani,lunch,407,13.3,59.0,9.4,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Dal Rice,lunch,594,18.1,65.6,3.8,vegetarian,north_indian,1,balanced|beginner
Roasted Chana,snack,273,20.8,27.2,3.2,vegan,north_indian,1,muscle_gain|high_protein
Paneer Roti,lunch,623,34.9,48.3,19.8,vegetarian,mixed,1,improve_stamina|carb_rich
Idli Sambar,breakfast,361,19.5,28.9,15.4,vegetarian,south_indian,1,muscle_gain|high_protein
Roasted Chana,snack,178,12.3,20.2,3.8,vegan,south_indian,1,muscle_gain|high_protein
Vegetable Soup,dinner,415,17.9,48.9,12.9,vegan,north_indian,1,balanced|beginner
Roti Sabji,dinner,525,18.8,64.4,14.0,vegetarian,north_indian,1,weight_loss|light
Roti Sabji,dinner,521,10.7,49.2,15.1,vegetarian,mixed,0,weight_loss|light
Dal Tadka,dinner,663,17.6,68.6,22.1,vegetarian,south_indian,0,weight_loss|light
Masala Omelette,breakfast,201,7.0,20.3,8.4,non_vegetarian,mixed,1,improve_stamina|carb_rich
Tofu Curry,dinner,544,13.1,35.5,21.4,vegan,south_indian,1,improve_stamina|carb_rich
Protein Shake,snack,217,5.8,23.2,9.3,vegetarian,mixed,1,balanced|beginner
Roti Sabji,dinner,573,30.8,22.1,16.8,vegetarian,mixed,1,muscle_gain|high_protein
Paneer Sandwich,breakfast,333,8.5,42.5,11.4,vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Poha,breakfast,313,10.5,42.6,13.3,vegetarian,north_indian,1,weight_loss|light
Kadhi Rice,lunch,516,9.0,56.2,4.0,vegetarian,north_indian,0,weight_loss|light
Tofu Curry,dinner,595,5.2,52.2,24.6,vegan,north_indian,0,balanced|beginner
Thepla,breakfast,443,13.8,33.0,8.2,vegetarian,south_indian,0,weight_loss|light
Kadhi Rice,lunch,389,19.5,56.8,14.9,vegetarian,mixed,1,balanced|beginner
Idli Sambar,breakfast,230,6.7,17.3,12.9,vegetarian,north_indian,1,balanced|beginner
Oats with Milk,breakfast,421,5.9,35.6,11.9,vegetarian,mixed,0,improve_stamina|carb_rich
Grilled Chicken,dinner,436,6.7,56.9,14.4,non_vegetarian,north_indian,0,balanced|beginner
Paneer Sandwich,breakfast,231,4.1,31.2,7.9,vegetarian,north_indian,1,balanced|beginner
Peanut Chaat,snack,254,9.4,29.0,8.9,vegetarian,mixed,1,balanced|beginner
Tofu Stir Fry,lunch,376,26.1,29.6,7.8,vegan,mixed,1,muscle_gain|high_protein
Fruit Bowl,breakfast,368,5.7,31.3,19.9,vegan,mixed,0,improve_stamina|carb_rich
Rajma Chawal,lunch,675,5.7,73.2,18.2,vegetarian,mixed,0,balanced|beginner
Fruit Salad,snack,261,9.6,22.9,12.2,vegan,south_indian,1,weight_loss|light
Protein Shake,snack,203,3.7,17.0,11.5,vegetarian,south_indian,1,balanced|beginner
Fruit Salad,snack,224,14.2,31.0,2.8,vegan,north_indian,1,muscle_gain|high_protein
Egg Curry,dinner,572,44.1,24.4,9.8,non_vegetarian,north_indian,1,muscle_gain|high_protein
Fruit Salad,snack,131,8.2,12.1,4.4,vegan,mixed,1,improve_stamina|carb_rich
Tofu Curry,dinner,358,4.9,38.4,17.3,vegan,north_indian,0,improve_stamina|carb_rich
Protein Shake,snack,263,12.3,42.8,2.4,vegetarian,mixed,1,weight_loss|light
Vegetable Poha,breakfast,424,14.3,42.9,18.9,vegetarian,north_indian,0,balanced|beginner
Corn Chaat,snack,225,6.7,35.7,4.2,vegan,south_indian,1,weight_loss|light
Roasted Chana,snack,108,5.0,11.9,3.5,vegan,mixed,1,weight_loss|light
Boiled Eggs,snack,126,2.2,16.0,4.8,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Fish Curry Rice,lunch,443,11.3,58.7,9.3,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Peanut Chaat,snack,132,4.7,18.7,3.1,vegetarian,south_indian,1,improve_stamina|carb_rich
Paneer Sandwich,breakfast,408,6.0,42.8,18.6,vegetarian,mixed,0,improve_stamina|carb_rich
Thepla,breakfast,234,11.8,32.4,7.2,vegetarian,north_indian,1,balanced|beginner
Fish Fry,dinner,373,19.0,60.7,11.7,non_vegetarian,mixed,1,improve_stamina|carb_rich
Vegetable Poha,breakfast,354,7.9,50.3,10.3,vegetarian,mixed,1,balanced|beginner
Dal Tadka,dinner,523,5.8,72.3,22.4,vegetarian,south_indian,0,weight_loss|light
Roti Sabji,dinner,595,19.4,55.2,13.6,vegetarian,mixed,1,balanced|beginner
Paneer Roti,lunch,548,9.2,85.4,7.9,vegetarian,north_indian,0,improve_stamina|carb_rich
Protein Shake,snack,205,17.2,23.7,2.8,vegetarian,mixed,1,muscle_gain|high_protein
Corn Chaat,snack,212,6.6,33.8,5.8,vegan,north_indian,1,balanced|beginner
Rajma Chawal,lunch,578,8.6,71.3,17.2,vegetarian,north_indian,0,improve_stamina|carb_rich
Boiled Eggs,snack,85,7.8,8.6,1.4,non_vegetarian,south_indian,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,537,17.6,23.6,18.3,non_vegetarian,mixed,1,balanced|beginner
Boiled Eggs,snack,183,11.0,12.4,8.3,non_vegetarian,south_indian,1,balanced|beginner
Vegetable Khichdi,lunch,526,15.7,44.3,11.1,vegetarian,mixed,1,weight_loss|light
Dal Rice,lunch,403,13.8,54.0,6.6,vegetarian,north_indian,1,balanced|beginner
Grilled Chicken,dinner,539,23.6,64.8,9.8,non_vegetarian,north_indian,1,weight_loss|light
Kadhi Rice,lunch,676,18.8,41.2,17.5,vegetarian,mixed,0,balanced|beginner
Grilled Chicken,dinner,625,29.1,55.6,20.1,non_vegetarian,north_indian,1,muscle_gain|high_protein
Thepla,breakfast,177,17.0,12.3,5.1,vegetarian,south_indian,0,muscle_gain|high_protein
Oats with Milk,breakfast,219,8.1,24.6,7.8,vegetarian,mixed,1,balanced|beginner
Buttermilk,snack,101,4.3,15.8,1.4,vegetarian,north_indian,1,balanced|beginner
Paneer Bhurji,dinner,589,7.7,79.7,20.9,vegetarian,north_indian,0,weight_loss|light
Oats with Milk,breakfast,212,12.2,29.1,8.1,vegetarian,north_indian,1,balanced|beginner
Vegetable Poha,breakfast,295,12.1,40.9,9.7,vegetarian,mixed,1,improve_stamina|carb_rich
Fish Curry Rice,lunch,419,6.4,35.2,21.2,non_vegetarian,north_indian,0,balanced|beginner
Protein Shake,snack,109,6.5,12.3,2.8,vegetarian,north_indian,1,improve_stamina|carb_rich
Peanut Chaat,snack,173,15.4,11.1,5.9,vegetarian,mixed,1,muscle_gain|high_protein
Fruit Bowl,breakfast,190,5.5,22.4,7.0,vegan,mixed,1,weight_loss|light
Buttermilk,snack,150,6.5,10.9,7.6,vegetarian,mixed,1,balanced|beginner
Sprouts Salad,snack,228,3.8,24.5,10.7,vegan,north_indian,1,weight_loss|light
Thepla,breakfast,258,13.1,31.0,6.8,vegetarian,north_indian,1,muscle_gain|high_protein
Kadhi Rice,lunch,456,19.7,58.2,11.9,vegetarian,north_indian,1,balanced|beginner
Tofu Curry,dinner,389,16.5,24.6,21.1,vegan,mixed,1,weight_loss|light
Egg Curry,dinner,473,9.7,72.7,15.2,non_vegetarian,south_indian,0,balanced|beginner
Buttermilk,snack,284,8.5,32.4,10.8,vegetarian,north_indian,0,improve_stamina|carb_rich
Paneer Sandwich,breakfast,307,15.9,39.4,5.5,vegetarian,north_indian,1,weight_loss|light
Peanut Chaat,snack,161,4.8,15.9,7.2,vegetarian,north_indian,1,balanced|beginner
Protein Shake,snack,82,3.6,13.2,0.9,vegetarian,north_indian,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,668,29.9,85.3,9.7,non_vegetarian,north_indian,0,weight_loss|light
Boiled Eggs,snack,267,5.6,32.5,10.4,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Vegetable Poha,breakfast,300,7.4,21.0,18.1,vegetarian,north_indian,0,weight_loss|light
Kadhi Rice,lunch,444,29.6,38.6,15.1,vegetarian,south_indian,1,muscle_gain|high_protein
Roasted Chana,snack,157,3.4,24.0,3.9,vegan,north_indian,1,improve_stamina|carb_rich
Kadhi Rice,lunch,646,12.4,34.1,21.7,vegetarian,north_indian,1,balanced|beginner
Idli Sambar,breakfast,386,5.0,50.6,14.7,vegetarian,mixed,1,weight_loss|light
Mixed Veg Curry,dinner,582,13.6,70.5,15.6,vegetarian,north_indian,1,improve_stamina|carb_rich
Hyderabadi Biryani,lunch,623,59.2,32.8,15.9,non_vegetarian,north_indian,1,muscle_gain|high_protein
Tofu Scramble,breakfast,428,18.8,58.2,3.6,vegan,south_indian,0,weight_loss|light
Roasted Chana,snack,98,6.0,8.3,3.7,vegan,mixed,1,muscle_gain|high_protein
Thepla,breakfast,323,7.9,35.0,14.0,vegetarian,north_indian,1,improve_stamina|carb_rich
Fruit Salad,snack,263,4.3,42.1,6.2,vegan,mixed,0,improve_stamina|carb_rich
Idli Sambar,breakfast,230,13.6,26.2,5.8,vegetarian,north_indian,1,muscle_gain|high_protein
Oats with Milk,breakfast,205,5.5,28.0,6.1,vegetarian,north_indian,1,balanced|beginner
Tofu Stir Fry,lunch,583,50.0,52.7,7.5,vegan,north_indian,1,muscle_gain|high_protein
Grilled Chicken,dinner,441,10.6,78.7,6.0,non_vegetarian,north_indian,0,weight_loss|light
Idli Sambar,breakfast,292,14.0,28.6,10.9,vegetarian,mixed,1,muscle_gain|high_protein
Idli Sambar,breakfast,267,9.7,22.4,13.0,vegetarian,north_indian,1,weight_loss|light
Chicken Curry Rice,lunch,652,15.8,67.1,16.4,non_vegetarian,mixed,0,weight_loss|light
Fish Fry,dinner,392,13.5,32.8,22.2,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Kadhi Rice,lunch,404,14.4,36.3,14.5,vegetarian,south_indian,1,balanced|beginner
Vegetable Khichdi,lunch,368,8.3,47.7,9.1,vegetarian,north_indian,0,improve_stamina|carb_rich
Vegetable Soup,dinner,694,32.7,60.7,9.2,vegan,mixed,1,muscle_gain|high_protein
Sabudana Khichdi,breakfast,169,15.7,13.4,4.3,vegetarian,north_indian,0,muscle_gain|high_protein
Vegetable Soup,dinner,567,15.9,67.4,12.3,vegan,north_indian,1,weight_loss|light
Paneer Cubes,snack,160,3.2,14.7,8.4,vegetarian,north_indian,1,improve_stamina|carb_rich
Dal Tadka,dinner,651,19.6,96.4,7.7,vegetarian,south_indian,0,weight_loss|light
Dal Tadka,dinner,599,18.5,77.7,11.8,vegetarian,mixed,1,weight_loss|light
Thepla,breakfast,216,21.8,19.8,3.6,vegetarian,south_indian,1,muscle_gain|high_protein
Fish Curry Rice,lunch,438,13.8,76.0,8.7,non_vegetarian,north_indian,1,weight_loss|light
Thepla,breakfast,342,22.5,29.4,11.8,vegetarian,north_indian,1,muscle_gain|high_protein
Pav Bhaji,lunch,523,9.9,35.2,20.6,vegetarian,north_indian,0,balanced|beginner
Egg Curry,dinner,557,34.6,51.0,3.9,non_vegetarian,mixed,1,muscle_gain|high_protein
Dal Rice,lunch,401,13.0,48.6,13.6,vegetarian,north_indian,1,improve_stamina|carb_rich
Masala Omelette,breakfast,334,12.0,27.4,16.6,non_vegetarian,south_indian,1,weight_loss|light
Upma,breakfast,315,17.3,24.2,10.3,vegetarian,mixed,1,weight_loss|light
Tofu Scramble,breakfast,390,18.2,29.4,24.0,vegan,south_indian,0,weight_loss|light
Egg Curry,dinner,382,6.6,67.5,10.7,non_vegetarian,mixed,0,balanced|beginner
Sabudana Khichdi,breakfast,269,11.5,39.0,5.0,vegetarian,mixed,1,weight_loss|light
Corn Chaat,snack,187,13.1,20.8,4.0,vegan,mixed,1,muscle_gain|high_protein
Vegetable Soup,dinner,391,27.1,40.2,10.0,vegan,north_indian,1,muscle_gain|high_protein
Corn Chaat,snack,145,7.8,14.8,4.7,vegan,north_indian,1,improve_stamina|carb_rich
Sabudana Khichdi,breakfast,238,5.3,31.0,8.2,vegetarian,mixed,1,improve_stamina|carb_rich
Fish Curry Rice,lunch,567,23.7,60.2,19.4,non_vegetarian,north_indian,1,muscle_gain|high_protein
Fruit Salad,snack,208,13.4,19.5,6.7,vegan,north_indian,1,muscle_gain|high_protein
Fruit Bowl,breakfast,188,14.2,20.6,3.7,vegan,south_indian,1,muscle_gain|high_protein
Paneer Bhurji,dinner,646,19.8,73.3,12.0,vegetarian,mixed,1,muscle_gain|high_protein
Vegetable Poha,breakfast,185,5.4,32.6,2.0,vegetarian,north_indian,1,improve_stamina|carb_rich
Pav Bhaji,lunch,400,6.0,47.6,10.6,vegetarian,north_indian,0,balanced|beginner
Vegetable Khichdi,lunch,657,28.3,55.7,17.1,vegetarian,north_indian,1,muscle_gain|high_protein
Thepla,breakfast,377,18.7,33.0,9.6,vegetarian,mixed,1,weight_loss|light
Paneer Cubes,snack,230,7.3,24.4,9.4,vegetarian,north_indian,1,weight_loss|light
Corn Chaat,snack,184,21.5,12.6,3.7,vegan,north_indian,1,muscle_gain|high_protein
Masala Omelette,breakfast,175,11.6,21.6,3.1,non_vegetarian,north_indian,0,muscle_gain|high_protein
Vegetable Soup,dinner,633,32.6,48.3,21.7,vegan,north_indian,1,muscle_gain|high_protein
Fruit Bowl,breakfast,156,4.5,18.4,5.8,vegan,north_indian,0,muscle_gain|high_protein
Thepla,breakfast,205,11.7,15.8,8.7,vegetarian,north_indian,1,balanced|beginner
Paneer Cubes,snack,278,5.1,20.7,16.9,vegetarian,mixed,0,weight_loss|light
Tofu Stir Fry,lunch,700,9.7,58.0,33.7,vegan,north_indian,0,improve_stamina|carb_rich
Upma,breakfast,404,8.3,70.3,4.3,vegetarian,south_indian,1,improve_stamina|carb_rich
Pav Bhaji,lunch,652,27.6,44.8,19.5,vegetarian,north_indian,1,muscle_gain|high_protein
Thepla,breakfast,313,12.1,61.6,4.0,vegetarian,north_indian,1,weight_loss|light
Rajma Chawal,lunch,459,10.0,42.5,5.6,vegetarian,north_indian,0,weight_loss|light
Fish Curry Rice,lunch,380,11.1,41.8,8.3,non_vegetarian,north_indian,1,weight_loss|light
Fish Fry,dinner,676,13.0,72.9,18.9,non_vegetarian,north_indian,0,balanced|beginner
Fruit Salad,snack,214,5.6,26.0,7.8,vegan,north_indian,1,balanced|beginner
Paneer Sandwich,breakfast,354,12.6,42.9,11.5,vegetarian,north_indian,1,weight_loss|light
Peanut Chaat,snack,114,4.1,14.5,3.4,vegetarian,north_indian,1,weight_loss|light
Tofu Scramble,breakfast,383,30.2,27.2,10.2,vegan,mixed,1,muscle_gain|high_protein
Oats with Milk,breakfast,228,25.1,19.5,3.5,vegetarian,north_indian,1,muscle_gain|high_protein
Roti Sabji,dinner,446,12.3,51.7,17.1,vegetarian,north_indian,1,improve_stamina|carb_rich
Buttermilk,snack,204,5.2,18.5,10.3,vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Poha,breakfast,282,11.4,37.9,6.9,vegetarian,north_indian,1,balanced|beginner
Boiled Eggs,snack,131,4.3,15.1,4.8,non_vegetarian,mixed,1,weight_loss|light
Roti Sabji,dinner,623,39.6,58.7,23.0,vegetarian,mixed,0,muscle_gain|high_protein
Sabudana Khichdi,breakfast,155,10.4,19.3,2.7,vegetarian,mixed,0,improve_stamina|carb_rich
Hyderabadi Biryani,lunch,493,13.3,78.4,20.1,non_vegetarian,mixed,1,improve_stamina|carb_rich
Paneer Sandwich,breakfast,261,5.8,20.0,15.2,vegetarian,mixed,1,improve_stamina|carb_rich
Upma,breakfast,319,6.3,38.5,12.7,vegetarian,mixed,1,improve_stamina|carb_rich
Sprouts Salad,snack,84,2.6,13.2,1.6,vegan,north_indian,1,balanced|beginner
Rajma Chawal,lunch,406,17.0,37.3,15.0,vegetarian,north_indian,1,weight_loss|light
Tofu Scramble,breakfast,399,31.0,45.3,6.9,vegan,south_indian,1,muscle_gain|high_protein
Mixed Veg Curry,dinner,650,15.7,99.1,8.2,vegetarian,north_indian,1,balanced|beginner
Vegetable Soup,dinner,375,5.2,59.0,18.9,vegan,north_indian,0,improve_stamina|carb_rich
Idli Sambar,breakfast,196,11.1,19.8,6.3,vegetarian,north_indian,1,muscle_gain|high_protein
Rajma Chawal,lunch,573,20.6,46.5,18.3,vegetarian,south_indian,1,muscle_gain|high_protein
Vegetable Soup,dinner,501,8.8,40.4,20.6,vegan,mixed,0,weight_loss|light
Fruit Bowl,breakfast,434,14.4,45.2,16.9,vegan,mixed,0,balanced|beginner
Vegetable Soup,dinner,673,32.7,45.9,8.3,vegan,north_indian,1,muscle_gain|high_protein
Chicken Curry Rice,lunch,531,40.4,54.9,9.1,non_vegetarian,south_indian,1,muscle_gain|high_protein
Sabudana Khichdi,breakfast,319,15.2,27.7,8.8,vegetarian,south_indian,1,improve_stamina|carb_rich
Paneer Roti,lunch,684,13.2,84.8,18.8,vegetarian,south_indian,0,balanced|beginner
Oats with Milk,breakfast,234,15.4,15.2,10.3,vegetarian,south_indian,1,muscle_gain|high_protein
Paneer Cubes,snack,228,12.6,27.0,5.7,vegetarian,north_indian,1,muscle_gain|high_protein
Dal Rice,lunch,681,15.9,56.0,18.3,vegetarian,mixed,0,weight_loss|light
Roasted Chana,snack,112,4.0,9.9,5.3,vegan,north_indian,1,improve_stamina|carb_rich
Mixed Veg Curry,dinner,450,18.6,24.9,19.5,vegetarian,north_indian,1,weight_loss|light
Fruit Salad,snack,202,8.1,22.8,6.9,vegan,mixed,1,improve_stamina|carb_rich
Thepla,breakfast,211,14.7,25.0,4.0,vegetarian,mixed,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,496,12.0,58.7,18.8,non_vegetarian,south_indian,1,weight_loss|light
Roasted Chana,snack,189,7.8,22.8,5.7,vegan,north_indian,1,balanced|beginner
Rajma Chawal,lunch,544,17.5,78.7,24.1,vegetarian,north_indian,0,weight_loss|light
Thepla,breakfast,380,29.0,56.5,8.8,vegetarian,north_indian,1,muscle_gain|high_protein
Paneer Roti,lunch,518,7.9,68.5,19.7,vegetarian,south_indian,0,weight_loss|light
Rajma Chawal,lunch,697,18.9,72.2,14.3,vegetarian,mixed,1,muscle_gain|high_protein
Sprouts Salad,snack,300,15.4,30.2,10.4,vegan,south_indian,0,muscle_gain|high_protein
Paneer Cubes,snack,279,8.1,35.7,9.0,vegetarian,south_indian,0,improve_stamina|carb_rich
Paneer Cubes,snack,116,3.8,14.4,3.8,vegetarian,south_indian,1,balanced|beginner
Vegetable Soup,dinner,660,7.2,54.0,24.4,vegan,mixed,0,balanced|beginner
Roti Sabji,dinner,374,7.8,46.5,19.1,vegetarian,south_indian,0,balanced|beginner
Paneer Bhurji,dinner,483,18.5,41.7,20.8,vegetarian,north_indian,1,improve_stamina|carb_rich
Sprouts Salad,snack,272,8.6,25.9,12.5,vegan,north_indian,1,weight_loss|light
Roti Sabji,dinner,674,24.7,39.2,13.8,vegetarian,mixed,1,muscle_gain|high_protein
Sabudana Khichdi,breakfast,256,12.5,40.2,2.8,vegetarian,north_indian,1,balanced|beginner
Vegetable Poha,breakfast,350,11.4,39.9,13.0,vegetarian,north_indian,1,improve_stamina|carb_rich
Buttermilk,snack,148,3.9,21.4,3.9,vegetarian,north_indian,1,balanced|beginner
Paneer Cubes,snack,122,5.1,19.5,1.5,vegetarian,north_indian,1,balanced|beginner
Fruit Bowl,breakfast,200,11.9,27.6,2.9,vegan,mixed,1,balanced|beginner
Pav Bhaji,lunch,676,28.3,62.9,21.1,vegetarian,north_indian,0,improve_stamina|carb_rich
Fish Curry Rice,lunch,564,13.5,80.3,9.7,non_vegetarian,mixed,1,balanced|beginner
Fruit Bowl,breakfast,301,28.9,16.8,10.5,vegan,south_indian,1,muscle_gain|high_protein
Sprouts Salad,snack,183,8.6,17.2,7.2,vegan,mixed,1,muscle_gain|high_protein
Masala Omelette,breakfast,403,8.9,26.0,15.9,non_vegetarian,south_indian,1,improve_stamina|carb_rich
Grilled Chicken,dinner,643,7.4,65.8,25.0,non_vegetarian,north_indian,0,balanced|beginner
Rajma Chawal,lunch,681,19.7,53.3,21.8,vegetarian,north_indian,0,weight_loss|light
Vegetable Soup,dinner,451,17.1,59.6,14.1,vegan,mixed,1,balanced|beginner
Masala Omelette,breakfast,307,9.1,42.3,8.5,non_vegetarian,north_indian,1,balanced|beginner
Paneer Cubes,snack,280,30.5,22.2,3.5,vegetarian,mixed,1,muscle_gain|high_protein
Paneer Roti,lunch,545,42.1,44.5,11.2,vegetarian,mixed,1,muscle_gain|high_protein
Masala Omelette,breakfast,196,6.3,21.9,7.5,non_vegetarian,north_indian,1,weight_loss|light
Fish Fry,dinner,404,16.7,50.3,11.5,non_vegetarian,mixed,1,muscle_gain|high_protein
Boiled Eggs,snack,281,5.4,23.0,16.8,non_vegetarian,south_indian,0,improve_stamina|carb_rich
Buttermilk,snack,106,2.6,13.4,3.7,vegetarian,north_indian,1,balanced|beginner
Upma,breakfast,428,13.7,60.4,10.8,vegetarian,south_indian,0,weight_loss|light
Grilled Chicken,dinner,595,12.0,92.1,7.9,non_vegetarian,north_indian,1,weight_loss|light
Chicken Curry Rice,lunch,499,18.6,66.0,19.4,non_vegetarian,mixed,1,weight_loss|light
Oats with Milk,breakfast,211,6.9,27.8,6.1,vegetarian,north_indian,1,balanced|beginner
Fish Curry Rice,lunch,522,33.1,61.8,11.2,non_vegetarian,mixed,1,muscle_gain|high_protein
Tofu Scramble,breakfast,427,29.9,43.4,8.1,vegan,south_indian,1,muscle_gain|high_protein
Idli Sambar,breakfast,294,7.7,45.3,6.5,vegetarian,mixed,1,balanced|beginner
Roti Sabji,dinner,426,9.0,38.4,9.7,vegetarian,north_indian,0,improve_stamina|carb_rich
Upma,breakfast,158,10.8,19.6,2.6,vegetarian,south_indian,0,muscle_gain|high_protein
Roti Sabji,dinner,462,5.5,65.9,4.4,vegetarian,mixed,0,weight_loss|light
Roti Sabji,dinner,549,8.6,66.9,7.9,vegetarian,north_indian,0,improve_stamina|carb_rich
Fish Curry Rice,lunch,662,22.7,59.1,19.7,non_vegetarian,mixed,1,muscle_gain|high_protein
Oats with Milk,breakfast,281,15.7,28.5,9.1,vegetarian,mixed,1,muscle_gain|high_protein
Roti Sabji,dinner,369,10.0,44.4,5.4,vegetarian,south_indian,0,improve_stamina|carb_rich
Tofu Stir Fry,lunch,354,8.7,23.3,15.1,vegan,north_indian,0,balanced|beginner
Paneer Roti,lunch,380,16.5,27.2,4.0,vegetarian,south_indian,1,balanced|beginner
Vegetable Poha,breakfast,243,12.9,20.9,9.9,vegetarian,south_indian,1,weight_loss|light
Oats with Milk,breakfast,211,8.3,14.9,11.3,vegetarian,north_indian,1,improve_stamina|carb_rich
Sabudana Khichdi,breakfast,435,19.8,48.8,14.0,vegetarian,north_indian,1,muscle_gain|high_protein
Egg Curry,dinner,573,30.2,36.4,14.6,non_vegetarian,south_indian,1,muscle_gain|high_protein
Paneer Sandwich,breakfast,319,6.4,36.9,13.4,vegetarian,north_indian,1,improve_stamina|carb_rich
Roti Sabji,dinner,604,40.9,22.5,8.8,vegetarian,north_indian,1,muscle_gain|high_protein
Tofu Stir Fry,lunch,411,15.8,38.2,20.4,vegan,north_indian,1,weight_loss|light
Tofu Stir Fry,lunch,555,13.1,70.8,19.9,vegan,mixed,1,weight_loss|light
Thepla,breakfast,366,7.0,41.4,10.0,vegetarian,north_indian,1,balanced|beginner
